"Year","PNA","Measure","variable","value"
2012,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2013,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2014,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2015,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2016,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2017,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2018,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2019,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2020,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2021,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2022,"High Seas","H4","Fleet_catch_in_own_national_waters",0
2023,"High Seas","H4","Fleet_catch_in_own_national_waters",0
1997,"High Seas","H5","Fleet_catch_in_own_national_waters",0
1998,"High Seas","H5","Fleet_catch_in_own_national_waters",0
1999,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2000,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2001,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2002,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2003,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2004,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2005,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2006,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2007,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2008,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2009,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2010,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2011,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2012,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2013,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2014,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2015,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2016,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2017,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2018,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2019,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2020,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2021,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2022,"High Seas","H5","Fleet_catch_in_own_national_waters",0
2023,"High Seas","H5","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I1","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I1","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I1","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I1","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I2","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I2","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I2","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I2","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I3","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I3","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I3","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I3","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I4","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I4","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I4","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I4","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I5","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I5","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I5","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I5","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I6","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I6","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I6","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I6","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I7","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I7","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I7","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I7","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I8","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I8","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I8","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I8","Fleet_catch_in_own_national_waters",0
1997,"High Seas","I9","Fleet_catch_in_own_national_waters",0
1998,"High Seas","I9","Fleet_catch_in_own_national_waters",0
1999,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2000,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2001,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2002,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2003,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2004,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2005,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2006,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2007,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2008,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2009,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2010,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2011,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2012,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2013,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2014,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2015,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2016,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2017,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2018,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2019,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2020,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2021,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2022,"High Seas","I9","Fleet_catch_in_own_national_waters",0
2023,"High Seas","I9","Fleet_catch_in_own_national_waters",0
1997,"Non-PNA Member","Indonesia","Fleet_catch_in_own_national_waters",256670
